Waktu,Ulasan,Pengguna,jtmC98,T79_5U,HcSdrS src (6),HcSdrS src (7),HcSdrS src (8)
"2025-05-05 11:38 | Variasi: Hitam kilap,XL (61-62)",Alhamdulillah sudah sampai diterima dengan baik dan aman pengemasan rapih terimakasih,,,,,,
"2023-10-01 13:25 | Variasi: Merah maron,M (57-58)",Barang datang tepat waktu sesuai pesanan kurir juga ramah cuma sayang kemarin doble visor lepas tapi gpp bisa di benerin sendiri,arif_sukoco86,,,,,
"2024-08-13 21:12 | Variasi: Maron dop,L (59-60)",ada cacat dibagian kepala namun masih bisa dipake. lain kali tolong lebih perhatikan brg pesanan. berikan layanan yang memuaskan soal produk. terima kasih,rayaabigailibraalfatih,,,,,
"2024-07-04 14:04 | Variasi: Hitam kilap,XL (61-62)",,dwievrianarepadi,,,,,
"2024-03-16 20:17 | Variasi: Merah ferari,M (57-58)",Barang datang sesuai pesanan..terimakasih semuanya  👍👍,dedensupendi17,,,,,
"2025-04-02 13:51 | Variasi: Abu abu dop,L (59-60)",Pengiriman dan respon cepat serta kurir ramah,pleky_wakidi,,,,,
"2023-10-26 07:18 | Variasi: Kuning stabilo,L (59-60)",,aminsugiarto963,,,,,
"2023-10-17 19:01 | Variasi: Ice blue,L (59-60)","Terimaksih untuk semua pokoknya, saya sangat puas",vikychun,,,,,
"2025-04-19 16:16 | Variasi: Merah maron,L (59-60)","Paket sudah diterima...., barang aman, sayang packing tdk pke dus, untung sampai dengan selamat tak ada yg lecet, sama stoper tali helm/ pengunci tali helm tdk ada..mohon teliti yah sebelum dikirim...mksh seller, Shopee dan pa kurir",decynurulr,,,,,https://down-id.img.susercontent.com/file/id-11134103-7rbk6-m8rbg63cfo9eee
"2024-08-02 15:01 | Variasi: Hitam dop,L (59-60)","barang sesuai, dan bagus.",arfandimile,,,,,
"2025-07-13 17:28 | Variasi: Biru tua,M (57-58)",,,,,,,
"2025-02-13 16:47 | Variasi: Biru tua,XL (61-62)","Secara keseluruhan sudah oke, hanya ada lecet sedikit di depan.
Dan untuk busa, bagian dahi sangat tipis dan nyaris tidak ada. Bagian telinga ada, namun tidak tebal.",devincensius,,,,,
"2024-05-01 14:19 | Variasi: Kuning stabilo,XL (61-62)",Ok bgt,subhan_2005,,,,,
"2026-01-02 10:43 | Variasi: Maron dop,L (59-60)",,anangkampreto,,,,,
"2023-01-27 18:15 | Variasi: Pink magenta,L (59-60)",maaf  y  bosku...... agak kecewa soalnya  warnanya  gk sesuai  ? tp hlmnya  bagus... pebgirimanya  cepat...?&responnya  juga  baik.... terimakasih  y  bosku... suakses  selalu.,trisetiawan608,,,,,
"2023-03-26 18:45 | Variasi: Abu abu dop,L (59-60)",,,,,,,
"2026-04-05 21:47 | Variasi: Abu abu dop,L (59-60), Ice blue,L (59-60)",Maaf Bru ksh ulasan ..helm nya bagus....tp dalm ya agak kurang rapi sih  Trs tipis jg .. tp gpp lh sesuai SMA Hrga nya.  Trmh ksh kak..,echachupiet,,,,,
"2025-03-18 17:23 | Variasi: Abu abu dop,XL (61-62)","Amanah buat yg jual semoga barakah..
Asli gak tipu2.bgus buat hlemnya.mantap",lindateolinda,,,,,
"2023-03-14 08:07 | Variasi: Kuning stabilo,L (59-60)","Penjual baik meskipun barang tdk sesuai warna yg dipesan.
Pelayanan kurirnya buruk sekali,tdk ada etos kerja,malas,main-main dlm bekerja, tdk ramah, tdk ada koordinasi.",mahputrizain,,,,,
"2023-07-24 17:34 | Variasi: Hitam kilap,M (57-58)","Pesanan sesuai pilihan warna, kualitas barang sesuai harga",,,,,,
"2025-08-30 14:21 | Variasi: Pink magenta,M (57-58)","Pesan warna pink magenta yang datang beda warna...
Tp ya sudah gak apa2...bisa di pakai...
Semoga kedepane lebih teliti dan amanah",,,,,,
"2023-05-01 03:26 | Variasi: Biru tua,XL (61-62)",Warna sesuai...lumayan buat melindungi kepala...packing aman...harga terjangkau,,,,,,
"2025-08-12 18:21 | Variasi: Hitam dop,M (57-58), Hijau Armi dop,M (57-58), Hijau Armi dop,L (59-60)",Ringan bagus untuk berkndara,26nungqs5f,,,,,
"2025-07-30 19:56 | Variasi: Hitam kilap,XL (61-62)","Helm nya bagus banget, recommended, gak nyesel beli karena memang keren banget",srimulyaandika23,,,,,
"2025-06-05 16:24 | Variasi: Biru tua dop,M (57-58)",Mantap barang nya..ini pesan ku yg ke dua kali nya..,d.3.dy,,,,,
"2024-05-17 10:17 | Variasi: Hitam dop,L (59-60)",,mhusainaz,,,,,
"2024-07-10 06:46 | Variasi: Putih,M (57-58)","Yaaaaaahhh walau banyak yg bocel cat'y tp lumayan lah murce sdh double visor, jd kl d colong lg ga nyesek 😀",,,,,,
"2025-04-24 13:57 | Variasi: Hitam kilap,L (59-60)",Barang sudah diterima cuman ada patah dikit spoiler atas bagian belakang tidak tau apa dari ekspedisi atau dari tokonya. Barang sesuai harga. Terima kasih.,anda_siapaaa,,,,,
"2024-07-24 18:42 | Variasi: Ice blue,M (57-58)",,mangunjoyo_86,,,,,
"2024-02-22 21:19 | Variasi: Merah maron,L (59-60)",Mantaf,fijwvxypz1,,,,,
"2025-03-13 18:43 | Variasi: Hijau Armi dop,L (59-60)",Helm sudah datang. Sesuai warna. Belum dicoba semoga pas dipakainya. Harga murah. Cuma ada tempelan stiker logo yg ditumpuk. Selebihnya bagus. Terimakasih seller 🙏,,,,,,
"2026-04-03 22:18 | Variasi: Hijau Armi dop,L (59-60)",Mantap bagus sesuai harga,nanangfariyanto7,,,,,
"2023-04-20 20:00 | Variasi: Putih,L (59-60)",,,,,,,
"2024-09-02 16:04 | Variasi: Ice blue,L (59-60)","Wuiiihhh sangat mantull eeyy puas dg barang nya murah kualitas bagus, mksih buat seller nya & mksih shopee 
Mksih jg buat kang kurir nya",ayah.azril,,,,,
"2026-02-06 10:06 | Variasi: Abu abu dop,M (57-58)",Terima kasih pesanan sesuai orderan,sutarna77,,,,,
"2025-10-08 16:31 | Variasi: Hitam dop,L (59-60)",cat nya kurang bagus sticker agak lepas dikit tapi kualitas lumayan beberapa ada yang kurang kayak kurang perhatian dikit,andreas1242,,,,,
"2025-05-02 13:24 | Variasi: Abu abu kilap,L (59-60)",,nurohbhanoer920,,,,,
"2023-09-24 18:46 | Variasi: Hitam kilap,L (59-60)",,riskyramadhan755,,,,,
"2024-10-24 12:20 | Variasi: Putih,XL (61-62)",Tp kurang rapih aja untuk harga 100k. Tp overall OKE!,rickyjuandalbs,,,,,
"2024-01-31 15:52 | Variasi: Hitam dop,L (59-60)",,ulinhilwa,,,,,
"2026-04-07 12:47 | Variasi: Hijau Armi dop,M (57-58)","Sesuai pesanan,👍",dzulvisuryapratama070690,,,,,
"2024-09-20 18:43 | Variasi: Biru tua dop,L (59-60)",Barang sudah dengan pesanan,,,,,,
"2024-08-09 12:26 | Variasi: Abu abu dop,M (57-58)",,muhammad_4snawi,,,,,
"2023-02-23 17:17 | Variasi: Hitam dop,XL (61-62)","Pihak seller terlalu irit lakban. Seharusnya bisa memprediksi klau di gudang itu pasti di lempar2. Un
tung nya gak pecah/cacat. Pengalaman untuk seller nya. Paketnya ambil sendiri di cabang dg alasan alamatnya gak jelas. Padahal sdh ratusan kali paket dari shoopi atau toko lain yg selalu kirim",,,,,,
"2023-11-27 12:24 | Variasi: Biru tua dop,M (57-58)",Ukran M,dhonyeamel1983,,,,,
"2026-01-30 19:08 | Variasi: Ice blue,L (59-60)",Toko sangat amanah. Best seller,v309pwp681,,,,,
"2024-07-19 11:49 | Variasi: Hitam dop,M (57-58)","Pengiriman cepat, warna & ukuran sesuai pesanan. Packing aman, kardus+ bubble wrap. Semoga awet, terimakasih seller",,,,,,
"2024-12-26 10:17 | Variasi: Hijau Armi dop,M (57-58)",Sangat bagus tpi sayang visor yang dalam aus/dol bisa ditarik kebawah tpi TDK bisa ditarik keatas,bintangwijayaagussaputra,,,,,
"2024-07-25 16:28 | Variasi: Ice blue,M (57-58)",,e2vmmvh9pn,,,,,
"2024-01-02 16:02 | Variasi: Maron dop,M (57-58)",,febylagu,,,,,
"2024-12-22 06:51 | Variasi: Hitam dop,L (59-60)",,kanisalestar,,,,,
"2025-08-12 06:08 | Variasi: Hitam dop,M (57-58), Helmbogowarnarandom,M (57-58)","Barang sudah sampai,pengiriman cepet sampainya, kualitas sesuai harga,harga oke,packing oke. Terima kasih❤sdh dicoba berfungsi baik",,,,,,
"2025-05-14 19:23 | Variasi: Putih,XL (61-62)",Agak pecah bagian atasnya.,yusnia_12,,,,,
"2026-04-14 18:16 | Variasi: Abu abu dop,XL (61-62)",,nurohiemkiye,,,,,
"2025-12-17 10:51 | Variasi: Hitam kilap,M (57-58)",Bagus banget min,,,,,,
"2025-07-31 11:12 | Variasi: Hitam kilap,L (59-60)",,furyatulfarida,,,,,
"2023-06-19 09:39 | Variasi: Abu abu kilap,XL (61-62)","alhamdulillah barang sdh sy terima, makasih banyak ya kak...semoga sukses slalu dagangan nya dan barokah...aamiin",nurusianiatika,,,,,
"2025-01-22 16:08 | Variasi: Kuning stabilo,XL (61-62)","oke si,.. sebelumnya suami bilang salah pilih ukuran ternyata pas juga",r9pempvpp4,,,,,
"2023-10-29 18:58 | Variasi: Hitam dop,L (59-60)",,ferryferryansyah376,,,,,
"2024-12-15 17:15 | Variasi: Hitam kilap,L (59-60)","Ada harga ada kwalitas, dengan harga di bawah seratus tidak berharap banyak ,  busa tipis",m32sj4hcej,,,,,
"2025-08-13 12:24 | Variasi: Putih,XL (61-62)",,ekopurwadi660,,,,,
"2024-01-23 11:09 | Variasi: Ice blue,M (57-58)",Brang sudah sampai dengan selamat Alhamdulillah brang bagus.. kurir ramah dan mngantar dengan sangat cepat,partichan,,,,,
"2024-01-11 09:37 | Variasi: Hitam dop,L (59-60)",Jahitan dalam kurang rapih ada yg sobek  tingkatkan kwalitas untuk kelayakan jual..,,,,,,
"2023-01-12 10:37 | Variasi: Maron dop,L (59-60)","Terimakasih Paket sudah diterima. 
Tapi sayang barang ada yang pecah dan lecet.
- Packing barang tidak aman. Bila perlu ditulis jangan dibanting barang mudah pecah. 
- mungkin barang sudah rusak dari sipenjual. Atau kurir membawanya tidak hati2. .",,,,,,
"2024-09-11 18:31 | Variasi: Helmbogowarnarandom,XL (61-62)",Terima Kasih buat reseller n shoppe barang sesuai pesanan n datang dengan baik bubble packing nya juga tebal 🙏🙏🙏,,,,,,
"2026-04-05 17:18 | Variasi: Merah maron,M (57-58)",Terimakas paket sudah saya Terima dengan baik,muhromi668,,,,,
"2024-02-01 17:18 | Variasi: Putih,XL (61-62), Merah ferari,XL (61-62)","Terimakasih Barangnya sdh datang tpi klu jualan yg jujur lah masa logo aslinya SKS di tutupi stiker INK aduh kan keterangan nya helm INK, sdh itu ukuran XL di pesan tpi waktu di pake sempit ini sebenarnya ukuran apa, tpi ya sdh lah sesuai harga jadi makasih ya semoga berkah buat kalian",,,,,,
"2024-11-26 16:02 | Variasi: Hijau Armi dop,L (59-60)",,richardwauran,,,,,
"2023-04-14 10:35 | Variasi: Hitam kilap,XL (61-62)","Barang sudah sampai,pengemasan kurang rapi,tapi TDK ada yg pecah,kurir ramah....🙏🙏🙏🙏",,,,,,
"2023-04-08 10:48 | Variasi: Ice blue,L (59-60)","Maaf sy ksh 🔯 3 soalnya bnyk kesalahan
1. Order blue ice (di nota tertera blue ice) di kirim putih 
2. Cantolan sdh karat 
3. Bagian atas pecah
4. Pengait topi nya tdk msk sempurna/lepas 
Semoga jd bahan evaluasi utk kedepannya.. terimakasih",liz_tema68,,,,,
"2022-07-15 16:28 | Variasi: Hitam dop,L (59-60)",Pengiriman cepat.... kualitas bagus,andi2391,,,,,
"2023-10-13 13:10 | Variasi: Hitam dop,L (59-60)",,noenkajjah,,,,,
"2023-01-12 14:26 | Variasi: Hitam dop,XL (61-62)","Bintang 5 utk pelayanan penjual, bintang 4 untuk produk..

Penilaian saya : 
proses pembuatan helm nya agak kasar, lem utk list karet kurang rapi, masih jelas kelihatan KW nya, apalagi stiker nya KW banget,, busa dalam agak tipis, tapi lumayan nyaman utk di pakai harian, sesuai dengan harga, mohon di tingkatkan lagi untuk kwalitas produk nya, tks",abrarabe87,,,,,
"2024-01-10 11:01 | Variasi: Hitam dop,M (57-58)",,wyldanrizkyalvaro,,,,,
"2026-02-15 08:30 | Variasi: Hitam dop,XL (61-62)","Paket mendarat dengan mulus sesuai pesanan, rekomendasi buat yg mau belanja jangan ragu beli di toko ini",abdulgopur_y5,,,,,
"2022-02-27 18:08 | Variasi: Putih,XL (61-62)","Payah jauh2 dari Gresik tapi giliran paket sudah sampai pada rusak karna GK ada packing pengaman kardus 
Nie penjual GK mau rugi GK ada dus nya tak kira ada tau taunya paket datang di buka rusak pecah kecewa banget ini nyesel, jngn ada yg beli di toko ini saya kecewa bangeeett barang tidak bagus 😡",sunanto3,,,,,
"2025-02-28 07:16 | Variasi: Hitam kilap,XL (61-62)","Gak nyesel pesan helm ini Krn sangat bagus, next kalau punya uang lagi mau order lagi",linaadelin574,,,,,
"2024-01-16 16:10 | Variasi: Hitam kilap,M (57-58)","Harga pas, helmnya jg pas sesuai ukuran. Semoga nyaman dipakai dan awet",,,,,,
"2024-04-05 14:07 | Variasi: Ice blue,XL (61-62)","Kenapa ada seperti pecah di tempel di bagian kaca luar nya ya kk, mungkin dulu gompel trus di lem ya kk",,,,,,
"2024-07-21 12:26 | Variasi: Putih,L (59-60)",,iin_seytawati,,,,,
"2026-04-03 14:25 | Variasi: Merah ferari,M (57-58)",Barang sudah sampai sesuai dengan pesanan pengiriman lumayan cepat penjual nya amanah trimakasih,,,,,,
"2024-01-12 18:50 | Variasi: Biru tua dop,M (57-58)","Dah sampe helm nya,, bagus bgt, helm nya ringan bgt, buat toko nya sukses selalu",sopianhaddi01,,,,,
"2023-11-24 11:39 | Variasi: Hijau Armi dop,XL (61-62)","Terimakasih, barang sampai dgn aman",,,,,,
"2024-06-24 14:25 | Variasi: Merah ferari,L (59-60)",Bagus banget helmnya,afkarina85,,,,,
"2025-08-04 16:28 | Variasi: Hitam kilap,M (57-58)",Lumayan dengan harga murah yg penting ink. Trims,dito1925,,,,,
"2023-07-12 21:06 | Variasi: Biru tua,L (59-60)",,vv7tcy4cbp,,,,,
"2025-05-01 18:52 | Variasi: Helmbogowarnarandom,XL (61-62)",Mantap,ozzasyafrigo,,,,,
"2023-09-23 15:13 | Variasi: Biru tua dop,M (57-58)",Bagus,shuranto,,,,,
"2023-02-20 22:37 | Variasi: Hitam kilap,XL (61-62)","alhamdulillah barang sdh sy terima sesuai dg pesanan, makasih banyak ya kak...semoga dagangan nya tambah berkah dan sukses...aamiin",nurusianiatika,,,,,
"2023-01-12 19:54 | Variasi: Hitam dop,M (57-58)","Alhamdulillah  ... Paketan dah sampe Om, barang sesuai dgn harga  ! Cuman lamaaa datangnya  ... Semoga awet aja  !",ahim0957,,,,,
"2023-01-30 11:19 | Variasi: Putih,L (59-60)","Paket sudah sampai, harga sesuai dengan barang, Alhamdulillah tanpa lecet dan fast respon penjualnya. Terimakasih..",dermawansyah,,,,,
"2024-06-06 11:38 | Variasi: Abu abu kilap,L (59-60)","Paket sudah sampai, kurir sangat profesional, seller amanah, makasih shoppe",sevinasari,,,,,
"2023-03-18 14:22 | Variasi: Hijau Armi dop,M (57-58)",Sesuai gambar agak ringan sih tp kuat,alifaff_21,,,,,
"2023-04-06 12:38 | Variasi: Hitam dop,M (57-58)","Ada cacat dikit bagian atas spertinya karetx lepas dan robek mungkin pas packing tidak dicek dlu, selebihx ok ukuran  buat kepala q kegedean msih longgar sprti bukan ukuran M",amiedavinanajwa,,,,,
"2024-09-18 21:06 | Variasi: Abu abu dop,L (59-60)",Alhamdulillah barang nya bagus.👍👍,30xowe4z0a,,,,,
"2025-02-13 08:43 | Variasi: Hitam dop,L (59-60)",,ratnamakalalag190,,,,,
"2024-03-29 16:31 | Variasi: Hitam dop,L (59-60)",Halm bagus cuma pakingnya kurang rapi,imranrita,,,,,
"2025-09-14 08:48 | Variasi: Abu abu kilap,L (59-60)",Harga murah kualitas bagus,,,,,,
"2024-09-05 18:34 | Variasi: Hitam kilap,L (59-60)",Harga sesuai qualitas,alam030660,,,,,
"2025-04-03 16:19 | Variasi: Hijau Armi dop,L (59-60)",Rekomendasi... luar biasa sangat bagus.,jerrybonsapia714,,,,,
"2024-09-12 16:41 | Variasi: Abu abu kilap,XL (61-62)",,yulionoiluy,,,,,
"2025-02-05 19:06 | Variasi: Hitam kilap,L (59-60)","Kata ibu sih bagus, gaada cacat. Semoga awet.",faarikaa,,,,,
"2025-02-24 09:03 | Variasi: Abu abu dop,M (57-58)",Terimakasih paket sudah diterima dengan baik sukses selalu buat tokonya,,,,,,
"2025-05-28 15:36 | Variasi: Pink magenta,L (59-60)",Tolong di perbaiki lagi dan di cermati lagi,tdypuowj5h,,,,,
"2024-08-25 14:26 | Variasi: Merah maron,M (57-58)",Sesuai harga ekonomis,,,,,,
"2026-02-09 15:07 | Variasi: Hitam dop,M (57-58)",Bagus utk harga 90kan,,,,,,
"2023-12-27 17:10 | Variasi: Hitam kilap,L (59-60)",Sangat memuaskan jngan rgu belanja di sopy,ahmadusman272,,,,,
"2024-03-30 18:36 | Variasi: Merah ferari,L (59-60)","Keciri barang murahan kalo di pake, tapi kalo dipandang sekilas seperti barang mahal.

Bahan nya tipis bingit",kstiar1,,,,,
"2024-04-19 09:35 | Variasi: Merah ferari,M (57-58)","Saran saya untuk pembeli harus bikak dalam berbelanja,
barangnya lumayan bagus tapi banyak minusnya, 
barang kw, 
terutama bahan yang tipis seperti busa, dan bahan helmnya, 
saran untuk selernya tolong jika barang tipis tunjukan bahwa ini tipis dan jika barang ini bukan merk yang semestinya jangan dibuat buat seperti ditempel stiker, 

#JUJURBRE",,,,,,
"2023-09-04 10:59 | Variasi: Hitam dop,XL (61-62)","Respon penjual cepat, pengiriman cepat, estimasi senin, minggu sudah sampai, walau ada sedikit cacat, tapi tidak apa2",ynchristiawan,,,,,
"2025-08-28 09:53 | Variasi: Hitam dop,XL (61-62)","Barang Memang bukan asli, beberapa bagian pengeleman kurang rapi, kaca mata hitam terlalu lentur dan tali helmnya longgar.
   Tapi karena ini harganya murah, jangan berharap berlebihan. Ya semoga aman di gunakan.",alvin142118,,,,,
"2025-08-13 16:46 | Variasi: Merah ferari,L (59-60)",,hanlypinologot,,,,,
"2024-05-19 17:42 | Variasi: Hitam dop,XL (61-62)",,gussanti199,,,,,
"2024-03-14 19:09 | Variasi: Abu abu kilap,L (59-60)",Apik,nayyafriju,,,,,
"2024-02-17 17:49 | Variasi: Hitam dop,XL (61-62)",,herumujianto368,,,,,
"2024-09-09 17:51 | Variasi: Abu abu kilap,XL (61-62)",Lumayan dengan harga yang ekonomis semoga awet,irfinismahbub,,,,,
"2024-06-10 08:33 | Variasi: Hitam kilap,L (59-60)","Pesanan tiba dgn aman dan packing sangat aman, recommend seller",ngurah_liong,,,,,
"2025-03-19 12:53 | Variasi: Biru tua,L (59-60)","Barangnya bagus,
Pelayanan ramah,
Pengirimannya juga cepat",,,,,,
"2025-02-07 11:32 | Variasi: Hitam dop,L (59-60)","Bagus dan keren,sesuai dengan harga,murah tp tidak murahan,
Mantap...",,,,,,
"2023-12-10 21:03 | Variasi: Hitam kilap,XL (61-62)",,h1d4y4t.,,,,,
"2025-03-11 22:52 | Variasi: Biru tua,XL (61-62)",Pet sebelah kanan nya ada yg kurang masuk,loebfandi,,,,,
"2023-04-19 10:14 | Variasi: Hitam kilap,XL (61-62)",,h48092lbe4,,,,,
"2024-07-28 19:35 | Variasi: Kuning stabilo,L (59-60)",Alhamdulillah paketan sudah Mendarat dengan selamat tapi sayang salah kirim warna ya sudah Gpp.,bsuryadi475,,,,,
"2025-12-31 15:25 | Variasi: Merah ferari,XL (61-62)","Oke banget, nice. Terimakasih 🙏",saef_saifula27,,,,,
"2024-02-17 23:05 | Variasi: Hijau Armi dop,XL (61-62)","paket helem hijau army sudah sampai dengan selamat sesuai pesanan ,kain busanyabkurang rapi admin tidak cek sebelum dikirim, busa bagian dalam ada yg tidak di lem ,lihat  vidio yg saya buat, terimakasih semuanya",lisnojavico,,,,,
"2024-09-03 15:29 | Variasi: Maron dop,L (59-60)",,,,,,,
"2025-12-07 21:48 | Variasi: Abu abu kilap,L (59-60)","helmnya bagus tebal dg hrga murah, mntap",m.abdulloh01,,,,,
"2025-07-15 19:08 | Variasi: Merah maron,M (57-58)",Terimksih kak .brngnya dtng sesuai...sy suka sekali nnti sya mau order lgi kak.,w8877,,,,,
"2023-12-07 15:59 | Variasi: Hitam kilap,L (59-60)","Harga murah tapi kualitas bagus, tdk mengecewakan pokoknya sangat recommended",qepdtsf6ow,,,,,
"2025-01-04 07:00 | Variasi: Maron dop,L (59-60)","Mantap gan, maitua suka banget. Tanks 👍👍👍👍👍",sultansakha31,,,,,
"2024-08-06 09:49 | Variasi: Biru tua dop,XL (61-62)",Warna Biru doff lumayan harga segitu dpaat bagus  aku dulu pernah punya awet juga,ikakrismawati,,,,,
"2025-05-11 15:01 | Variasi: Hitam kilap,XL (61-62)",,lenizulheni,,,,,
"2025-04-08 16:01 | Variasi: Hitam kilap,L (59-60)",terimakasih pesanan sudah diterima meski lumayan buat pengirimannya yg lama diperjalanan surabaya tangerang allhamdulilah mendarat dengan baik tidak ada yg pecah,shafamumtazza90,,,,,
"2022-01-19 19:10 | Variasi: Ice blue,XL (61-62)",,.sariyanto,,,,,
"2023-03-26 09:59 | Variasi: Merah maron,L (59-60)","Respon cepat, barang sesuai pesanan",mastengshiesnp,,,,,
"2026-01-09 23:25 | Variasi: Hijau Armi dop,XL (61-62)","Barang dtg sesuai yg di minta..di bungkus dgn sngt rapi dan aman. Makash Shopee,reseler,jasa pengiriman dan kurir🙏🏻 Sukses terus.",megi_mariana,,,,,
"2026-04-03 14:13 | Variasi: Hitam dop,M (57-58)",,yusup8606,,,,,
"2023-12-19 16:55 | Variasi: Abu abu kilap,L (59-60)","Barangnya sudah diterima dengan baik dan tidak ada yang kurang, pengiriman nya cepat sekali, ada yg kurang rapi di ujung helmnya, tp ga apa-apa, yang penting kegunaan nya btw terimakasih 👍",,,,,,
"2025-07-28 13:35 | Variasi: Abu abu kilap,L (59-60)",,shintiafebianti,,,,,
"2025-06-24 19:26 | Variasi: Hijau Armi dop,L (59-60)",Helm tiba di sumatera barat dlm kondisi baik,gabrielahkam,,,,,
"2023-08-26 19:12 | Variasi: Merah maron,L (59-60)","Helm ya bagus tampilan luarnya cuma dalamnya agak tipis, ya ce karena harga murah.  .gpp lah masih bisa dipakai. .makasih seller",vinotriyono11,,,,,
"2026-01-09 15:37 | Variasi: Biru tua dop,M (57-58)","Alhamdulillah... Paketnya sudah saya terima dengan baik dan sesuai. Semoga awet adanya.  Aamiin 🤲

Terimakasih 🙏",,,,,,
"2022-03-16 22:51 | Variasi: Abu abu kilap,M (57-58)",Mantap barang nya oke banget saya suka bangeeeeeet  bagus barang nya dan ramah kurir  nya terimakasih  seler dan shopee  good luck,0a1tsg7sp1,,,,,
"2025-03-14 09:19 | Variasi: Hitam kilap,XL (61-62)",,,,,,,
"2025-03-07 16:23 | Variasi: Hijau Armi dop,XL (61-62)",Terimakasih seleler barang sdh mendarat sesuai pesanan terimaksih wat kurir dan shopie,mamanendu511,,,,,
"2023-03-22 17:04 | Variasi: Abu abu dop,L (59-60)",,muhtarudin15,,,,,
"2025-06-24 15:55 | Variasi: Hijau Armi dop,L (59-60)","Alhamdulillah helm sudah sampai dengan selamat
Terimakasih tokonya amanah 
Semoga sukses selalu",pqqcpbpjpw,,,,,
"2025-01-11 16:19 | Variasi: Putih,L (59-60)",Kurir nya baik banget sopan dan sabar lagi pokok nya puas de bli di toko ini 👍,baso_uung,,,,,
